hCONDEL_ID	panTro4_mpra_chr	panTro4_mpra_start_pos	panTro4_mpra_end_pos	hg38_mpra_chr	hg38_mpra_start_pos	hg38_mpra_end_pos
hCONDEL_5202	chr2B	178935779	178935979	chr2	174478011	174478209
hCONDEL_5203	chr2B	179316286	179316486	chr2	174858818	174859017
hCONDEL_5204	chr2B	179531198	179531398	chr2	175073526	175073725
hCONDEL_5205	chr2B	179663071	179663271	chr2	175203755	175203952
hCONDEL_5206	chr2B	179720295	179720495	chr2	175261607	175261804
hCONDEL_5207	chr2B	179741028	179741228	chr2	175282401	175282597
hCONDEL_5208	chr2B	179824954	179825154	chr2	175366343	175366538
hCONDEL_5209	chr2B	179833901	179834101	chr2	175375289	175375487
hCONDEL_5210	chr2B	179927299	179927499	chr2	175469219	175469415
hCONDEL_5211	chr2B	180437730	180437930	chr2	175968583	175968782
hCONDEL_5212	chr2B	180477212	180477412	chr2	176007175	176007371
hCONDEL_5213	chr2B	180585906	180586106	chr2	176110569	176110768
hCONDEL_5214	chr2B	180587973	180588173	chr2	176112619	176112816
hCONDEL_5215	chr2B	180607444	180607644	chr2	176131527	176131726
hCONDEL_5216	chr2B	180650081	180650281	chr2	176172643	176172842
hCONDEL_5217	chr2B	180651009	180651209	chr2	176173572	176173771
hCONDEL_5218	chr2B	180761387	180761587	chr2	176284695	176284893
hCONDEL_5219	chr2B	180796387	180796587	chr2	176323129	176323324
hCONDEL_5220	chr2B	180800225	180800425	chr2	176326831	176327029
hCONDEL_5221	chr2B	180977048	180977248	chr2	176502207	176502406
hCONDEL_5222	chr2B	181014118	181014318	chr2	176536706	176536902
hCONDEL_5223	chr2B	181019919	181020119	chr2	176542537	176542733
hCONDEL_5224	chr2B	181050786	181050986	chr2	176573538	176573737
hCONDEL_5225	chr2B	181128178	181128378	chr2	176650175	176650374
hCONDEL_5226	chr2B	181144647	181144847	chr2	176666568	176666767
hCONDEL_5227	chr2B	181242744	181242944	chr2	176763908	176764105
hCONDEL_5228	chr2B	181243234	181243434	chr2	176764397	176764596
hCONDEL_5229	chr2B	181264972	181265172	chr2	176786434	176786633
hCONDEL_5230	chr2B	181510300	181510500	chr2	177029893	177030090
hCONDEL_5231	chr2B	181516946	181517146	chr2	177036527	177036724
hCONDEL_5232	chr2B	181519626	181519826	chr2	177039199	177039397
hCONDEL_5233	chr2B	181630164	181630364	chr2	177147268	177147466
hCONDEL_5234	chr2B	181958577	181958777	chr2	177464810	177465000
hCONDEL_5235	chr2B	181991166	181991366	chr2	177497172	177497370
hCONDEL_5236	chr2B	182060366	182060566	chr2	177565490	177565689
hCONDEL_5237	chr2B	182063329	182063529	chr2	177568439	177568638
hCONDEL_5238	chr2B	182118596	182118796	chr2	177623630	177623829
hCONDEL_5239	chr2B	182222735	182222935	chr2	177725844	177726043
hCONDEL_5240	chr2B	182237604	182237804	chr2	177740672	177740871
hCONDEL_5241	chr2B	182309476	182309676	chr2	177811210	177811409
hCONDEL_5242	chr2B	182936154	182936354	chr2	178443939	178444135
hCONDEL_5243	chr2B	182951715	182951915	chr2	178460243	178460442
hCONDEL_5244	chr2B	183132372	183132572	chr2	178640538	178640735
hCONDEL_5245	chr2B	183298048	183298248	chr2	178804255	178804454
hCONDEL_5246	chr2B	183518220	183518420	chr2	179021861	179022060
hCONDEL_5247	chr2B	183546463	183546663	chr2	179049917	179050111
hCONDEL_5248	chr2B	183851095	183851295	chr2	179354040	179354235
hCONDEL_5249	chr2B	183943738	183943938	chr2	179444885	179445084
hCONDEL_5250	chr2B	183987953	183988153	chr2	179489754	179489953
hCONDEL_5251	chr2B	184061024	184061224	chr2	179563101	179563300
hCONDEL_5252	chr2B	184396379	184396579	chr2	179894462	179894658
hCONDEL_5253	chr2B	185214463	185214663	chr2	180695876	180696072
hCONDEL_5254	chr2B	185412074	185412274	chr2	180894140	180894335
hCONDEL_5255	chr2B	185503826	185504026	chr2	180969079	180969278
hCONDEL_5256	chr2B	185976773	185976973	chr2	181437972	181438171
hCONDEL_5257	chr2B	186007072	186007272	chr2	181468983	181469177
hCONDEL_5258	chr2B	186377385	186377585	chr2	181841129	181841327
hCONDEL_5259	chr2B	186417226	186417426	chr2	181878432	181878630
hCONDEL_5260	chr2B	186432963	186433163	chr2	181893246	181893442
hCONDEL_5261	chr2B	186432974	186433174	chr2	181893253	181893449
hCONDEL_5262	chr2B	186548651	186548851	chr2	182006581	182006779
hCONDEL_5263	chr2B	187101748	187101948	chr2	182541641	182541836
hCONDEL_5264	chr2B	187349748	187349948	chr2	182786021	182786219
hCONDEL_5265	chr2B	187569135	187569335	chr2	183007554	183007753
hCONDEL_5266	chr2B	188057149	188057349	chr2	183491208	183491405
hCONDEL_5267	chr2B	189633179	189633379	chr2	185049064	185049263
hCONDEL_5268	chr2B	189716968	189717168	chr2	185129152	185129351
hCONDEL_5269	chr2B	189716991	189717191	chr2	185129174	185129370
hCONDEL_5270	chr2B	189835049	189835249	chr2	185247815	185248014
hCONDEL_5271	chr2B	189897896	189898096	chr2	185311215	185311413
hCONDEL_5272	chr2B	190080316	190080516	chr2	185491796	185491995
hCONDEL_5273	chr2B	190169231	190169431	chr2	185581785	185581981
hCONDEL_5274	chr2B	190314532	190314732	chr2	185724446	185724643
hCONDEL_5275	chr2B	190651595	190651795	chr2	186057708	186057900
hCONDEL_5276	chr2B	190797277	190797477	chr2	186193175	186193374
hCONDEL_5277	chr2B	190851303	190851503	chr2	186247567	186247764
hCONDEL_5278	chr2B	191114525	191114725	chr2	186509199	186509398
hCONDEL_5279	chr2B	191139374	191139574	chr2	186534412	186534609
hCONDEL_5280	chr2B	191684593	191684793	chr2	187091548	187091746
hCONDEL_5281	chr2B	191807764	191807964	chr2	187213985	187214181
hCONDEL_5282	chr2B	192209811	192210011	chr2	187605882	187606077
hCONDEL_5283	chr2B	192218853	192219053	chr2	187614920	187615119
hCONDEL_5284	chr2B	192317459	192317659	chr2	187717588	187717784
hCONDEL_5285	chr2B	192594267	192594467	chr2	187987442	187987639
hCONDEL_5286	chr2B	192973014	192973214	chr2	188345768	188345966
hCONDEL_5287	chr2B	193228320	193228520	chr2	188594007	188594205
hCONDEL_5288	chr2B	193533578	193533778	chr2	188887716	188887915
hCONDEL_5289	chr2B	193795625	193795825	chr2	189149939	189150138
hCONDEL_5290	chr2B	193802434	193802634	chr2	189156769	189156965
hCONDEL_5291	chr2B	193893628	193893828	chr2	189247923	189248119
hCONDEL_5292	chr2B	194019569	194019769	chr2	189372704	189372903
hCONDEL_5293	chr2B	194245542	194245742	chr2	189596478	189596674
hCONDEL_5294	chr2B	194454708	194454908	chr2	189803919	189804115
hCONDEL_5295	chr2B	194598239	194598439	chr2	189948141	189948340
hCONDEL_5296	chr2B	194722329	194722529	chr2	190062517	190062716
hCONDEL_5297	chr2B	194738561	194738761	chr2	190078879	190079074
hCONDEL_5298	chr2B	195251988	195252188	chr2	190596852	190597051
hCONDEL_5299	chr2B	195322377	195322577	chr2	190667349	190667543
hCONDEL_5300	chr2B	195579303	195579503	chr2	190920431	190920629
hCONDEL_5301	chr2B	195627233	195627433	chr2	190968456	190968655
hCONDEL_5302	chr2B	196062548	196062748	chr2	191401473	191401672
hCONDEL_5303	chr2B	196463612	196463812	chr2	191802763	191802962
hCONDEL_5304	chr2B	196598968	196599168	chr2	191936155	191936352
hCONDEL_5305	chr2B	196655682	196655882	chr2	191993124	191993323
hCONDEL_5306	chr2B	196747587	196747787	chr2	192084675	192084873
hCONDEL_5307	chr2B	196804532	196804732	chr2	192146340	192146536
hCONDEL_5308	chr2B	196805035	196805235	chr2	192146835	192147031
hCONDEL_5309	chr2B	196864835	196865035	chr2	192206506	192206704
hCONDEL_5310	chr2B	196992142	196992342	chr2	192337710	192337909
hCONDEL_5311	chr2B	197198773	197198973	chr2	192538842	192539041
hCONDEL_5312	chr2B	197288260	197288460	chr2	192627552	192627751
hCONDEL_5313	chr2B	197365993	197366193	chr2	192705068	192705267
hCONDEL_5314	chr2B	197408177	197408377	chr2	192746553	192746752
hCONDEL_5315	chr2B	197659437	197659637	chr2	193000664	193000863
hCONDEL_5316	chr2B	197897458	197897658	chr2	193253213	193253411
hCONDEL_5317	chr2B	198222574	198222774	chr2	193576104	193576303
hCONDEL_5318	chr2B	198351090	198351290	chr2	193703001	193703196
hCONDEL_5319	chr2B	198765829	198766029	chr2	194111024	194111220
hCONDEL_5320	chr2B	198950202	198950402	chr2	194294158	194294357
hCONDEL_5321	chr2B	199329126	199329326	chr2	194672322	194672521
hCONDEL_5322	chr2B	199533086	199533286	chr2	194879443	194879640
hCONDEL_5323	chr2B	199659785	199659985	chr2	195005241	195005440
hCONDEL_5324	chr2B	199933552	199933752	chr2	195280184	195280381
hCONDEL_5325	chr2B	200590890	200591090	chr2	195941817	195942016
hCONDEL_5326	chr2B	200924223	200924423	chr2	196254489	196254688
hCONDEL_5327	chr2B	201031674	201031874	chr2	196362078	196362277
hCONDEL_5328	chr2B	201147134	201147334	chr2	196476528	196476727
hCONDEL_5329	chr2B	201510410	201510610	chr2	196834345	196834544
hCONDEL_5330	chr2B	201528652	201528852	chr2	196852532	196852731
hCONDEL_5331	chr2B	201629833	201630033	chr2	196957913	196958112
hCONDEL_5332	chr2B	202058675	202058875	chr2	197373057	197373253
hCONDEL_5333	chr2B	202238723	202238923	chr2	197550557	197550756
hCONDEL_5334	chr2B	202240740	202240940	chr2	197552572	197552761
hCONDEL_5335	chr2B	202502179	202502379	chr2	197807648	197807843
hCONDEL_5336	chr2B	202744194	202744394	chr2	198049831	198050030
hCONDEL_5337	chr2B	202787950	202788150	chr2	198093623	198093822
hCONDEL_5338	chr2B	203022197	203022397	chr2	198323258	198323457
hCONDEL_5339	chr2B	203023664	203023864	chr2	198324727	198324924
hCONDEL_5340	chr2B	203051010	203051210	chr2	198351519	198351718
hCONDEL_5341	chr2B	203144759	203144959	chr2	198444518	198444717
hCONDEL_5342	chr2B	203994625	203994825	chr2	199285668	199285867
hCONDEL_5343	chr2B	204002308	204002508	chr2	199293414	199293611
hCONDEL_5344	chr2B	204033112	204033312	chr2	199324232	199324431
hCONDEL_5345	chr2B	204063875	204064075	chr2	199354942	199355137
hCONDEL_5346	chr2B	204106473	204106673	chr2	199396802	199396998
hCONDEL_5347	chr2B	204131490	204131690	chr2	199421634	199421830
hCONDEL_5348	chr2B	204157909	204158109	chr2	199448083	199448281
hCONDEL_5349	chr2B	204467746	204467946	chr2	199751418	199751617
hCONDEL_5350	chr2B	204706953	204707153	chr2	199988190	199988388
hCONDEL_5351	chr2B	204718382	204718582	chr2	199999173	199999372
hCONDEL_5352	chr2B	204875827	204876027	chr2	200155936	200156131
hCONDEL_5353	chr2B	204947935	204948135	chr2	200223038	200223237
hCONDEL_5354	chr2B	205083218	205083418	chr2	200357476	200357674
hCONDEL_5355	chr2B	205136146	205136346	chr2	200410093	200410289
hCONDEL_5356	chr2B	205196079	205196279	chr2	200469929	200470128
hCONDEL_5357	chr2B	205298980	205299180	chr2	200572959	200573156
hCONDEL_5358	chr2B	205558745	205558945	chr2	200824476	200824672
hCONDEL_5359	chr2B	205719554	205719754	chr2	200979100	200979296
hCONDEL_5360	chr2B	206229520	206229720	chr2	201475659	201475858
hCONDEL_5361	chr2B	206808955	206809155	chr2	202044790	202044989
hCONDEL_5362	chr2B	206879054	206879254	chr2	202113777	202113976
hCONDEL_5363	chr2B	207145538	207145738	chr2	202373990	202374186
hCONDEL_5364	chr2B	207174769	207174969	chr2	202401980	202402179
hCONDEL_5365	chr2B	207783726	207783926	chr2	202992325	202992520
hCONDEL_5366	chr2B	207783790	207783990	chr2	202992384	202992583
hCONDEL_5367	chr2B	207808520	207808720	chr2	203016190	203016389
hCONDEL_5368	chr2B	208005443	208005643	chr2	203207826	203208024
hCONDEL_5369	chr2B	208113548	208113748	chr2	203314036	203314235
hCONDEL_5370	chr2B	208268812	208269012	chr2	203470126	203470325
hCONDEL_5371	chr2B	208345056	208345256	chr2	203547300	203547496
hCONDEL_5372	chr2B	208394980	208395180	chr2	203594503	203594692
hCONDEL_5373	chr2B	208674135	208674335	chr2	203871511	203871708
hCONDEL_5374	chr2B	208833303	208833503	chr2	204031001	204031198
hCONDEL_5375	chr2B	208834607	208834807	chr2	204032301	204032499
hCONDEL_5376	chr2B	208840854	208841054	chr2	204038533	204038726
hCONDEL_5377	chr2B	208921360	208921560	chr2	204119139	204119335
hCONDEL_5378	chr2B	208994613	208994813	chr2	204192119	204192318
hCONDEL_5379	chr2B	208997862	208998062	chr2	204195376	204195574
hCONDEL_5380	chr2B	209004277	209004477	chr2	204201773	204201971
hCONDEL_5381	chr2B	209129176	209129376	chr2	204321999	204322198
hCONDEL_5382	chr2B	209281370	209281570	chr2	204470891	204471088
hCONDEL_5383	chr2B	209303828	209304028	chr2	204492496	204492691
hCONDEL_5384	chr2B	209587855	209588055	chr2	204776229	204776425
hCONDEL_5385	chr2B	209638917	209639117	chr2	204827509	204827707
hCONDEL_5386	chr2B	209691107	209691307	chr2	204879965	204880164
hCONDEL_5387	chr2B	209777963	209778163	chr2	204963777	204963976
hCONDEL_5388	chr2B	209784890	209785090	chr2	204970709	204970904
hCONDEL_5389	chr2B	209875303	209875503	chr2	205065171	205065369
hCONDEL_5390	chr2B	210232901	210233101	chr2	205418207	205418406
hCONDEL_5391	chr2B	210252758	210252958	chr2	205438068	205438266
hCONDEL_5392	chr2B	210291532	210291732	chr2	205475067	205475266
hCONDEL_5393	chr2B	210300438	210300638	chr2	205483960	205484159
hCONDEL_5394	chr2B	210373923	210374123	chr2	205557175	205557374
hCONDEL_5395	chr2B	210509710	210509910	chr2	205683283	205683482
hCONDEL_5396	chr2B	210602622	210602822	chr2	205776077	205776273
hCONDEL_5397	chr2B	210630818	210631018	chr2	205804578	205804777
hCONDEL_5398	chr2B	210770156	210770356	chr2	205930078	205930274
hCONDEL_5399	chr2B	210869259	210869459	chr2	206027737	206027936
hCONDEL_5400	chr2B	211159970	211160170	chr2	206313308	206313503
hCONDEL_5401	chr2B	211311869	211312069	chr2	206471730	206471928
hCONDEL_5402	chr2B	211311876	211312076	chr2	206471735	206471932
hCONDEL_5403	chr2B	211378080	211378280	chr2	206538111	206538307
hCONDEL_5404	chr2B	211913603	211913803	chr2	207075500	207075699
hCONDEL_5405	chr2B	211916693	211916893	chr2	207078448	207078647
hCONDEL_5406	chr2B	211997265	211997465	chr2	207159077	207159273
hCONDEL_5407	chr2B	211999255	211999455	chr2	207161063	207161259
hCONDEL_5408	chr2B	212132810	212133010	chr2	207293806	207294004
hCONDEL_5409	chr2B	212268579	212268779	chr2	207430276	207430474
hCONDEL_5410	chr2B	212273792	212273992	chr2	207435280	207435479
hCONDEL_5411	chr2B	212442708	212442908	chr2	207599883	207600077
hCONDEL_5412	chr2B	212445388	212445588	chr2	207602581	207602776
hCONDEL_5413	chr2B	212757584	212757784	chr2	207902164	207902363
hCONDEL_5414	chr2B	212914192	212914392	chr2	208055556	208055755
hCONDEL_5415	chr2B	213285698	213285898	chr2	208404201	208404399
hCONDEL_5416	chr2B	214338244	214338444	chr2	209432233	209432430
hCONDEL_5417	chr2B	214628689	214628889	chr2	209719400	209719598
hCONDEL_5418	chr2B	214634590	214634790	chr2	209725292	209725490
hCONDEL_5419	chr2B	215092284	215092484	chr2	210179791	210179988
hCONDEL_5420	chr2B	215101449	215101649	chr2	210188966	210189163
hCONDEL_5421	chr2B	215464639	215464839	chr2	210531182	210531381
hCONDEL_5422	chr2B	215540701	215540901	chr2	210607062	210607261
hCONDEL_5423	chr2B	215983367	215983567	chr2	211042819	211043016
hCONDEL_5424	chr2B	216096875	216097075	chr2	211156467	211156666
hCONDEL_5425	chr2B	216104730	216104930	chr2	211164371	211164569
hCONDEL_5426	chr2B	216117055	216117255	chr2	211176683	211176882
hCONDEL_5427	chr2B	216487726	216487926	chr2	211551758	211551957
hCONDEL_5428	chr2B	216512209	216512409	chr2	211575834	211576030
hCONDEL_5429	chr2B	216544973	216545173	chr2	211607344	211607543
hCONDEL_5430	chr2B	216568451	216568651	chr2	211630733	211630932
hCONDEL_5431	chr2B	216569566	216569766	chr2	211631847	211632046
hCONDEL_5432	chr2B	216571391	216571591	chr2	211634304	211634503
hCONDEL_5433	chr2B	216612661	216612861	chr2	211673200	211673399
hCONDEL_5434	chr2B	216984468	216984668	chr2	212043518	212043714
hCONDEL_5435	chr2B	217226516	217226716	chr2	212277185	212277381
hCONDEL_5436	chr2B	217510428	217510628	chr2	212556314	212556513
hCONDEL_5437	chr2B	217677938	217678138	chr2	212723160	212723357
hCONDEL_5438	chr2B	217967904	217968104	chr2	213001806	213002003
hCONDEL_5439	chr2B	217988469	217988669	chr2	213022357	213022555
hCONDEL_5440	chr2B	218463288	218463488	chr2	213491313	213491508
hCONDEL_5441	chr2B	218710970	218711170	chr2	213739215	213739406
hCONDEL_5442	chr2B	218772682	218772882	chr2	213802634	213802832
hCONDEL_5443	chr2B	218915497	218915697	chr2	213940992	213941191
hCONDEL_5444	chr2B	219494822	219495022	chr2	214505541	214505739
hCONDEL_5445	chr2B	219596845	219597045	chr2	214603106	214603305
hCONDEL_5446	chr2B	219659581	219659781	chr2	214663148	214663339
hCONDEL_5447	chr2B	219675369	219675569	chr2	214678507	214678706
hCONDEL_5448	chr2B	219726478	219726678	chr2	214728236	214728426
hCONDEL_5449	chr2B	220160542	220160742	chr2	215143523	215143722
hCONDEL_5450	chr2B	220425112	220425312	chr2	215398408	215398607
hCONDEL_5451	chr2B	220438294	220438494	chr2	215411152	215411348
hCONDEL_5452	chr2B	220529287	220529487	chr2	215501269	215501465
hCONDEL_5453	chr2B	220556096	220556296	chr2	215527960	215528159
hCONDEL_5454	chr2B	220803920	220804120	chr2	215773166	215773365
hCONDEL_5455	chr2B	221257244	221257444	chr2	216224524	216224723
hCONDEL_5456	chr2B	221402153	221402353	chr2	216369929	216370126
hCONDEL_5457	chr2B	221483781	221483981	chr2	216448980	216449179
hCONDEL_5458	chr2B	221486460	221486660	chr2	216451651	216451846
hCONDEL_5459	chr2B	222560837	222561037	chr2	217511347	217511543
hCONDEL_5460	chr2B	222565586	222565786	chr2	217516062	217516252
hCONDEL_5461	chr2B	223332081	223332281	chr2	218275925	218276121
hCONDEL_5462	chr2B	223512561	223512761	chr2	218450149	218450348
hCONDEL_5463	chr2B	223608972	223609172	chr2	218546784	218546980
hCONDEL_5464	chr2B	223686513	223686713	chr2	218622536	218622735
hCONDEL_5465	chr2B	224288627	224288827	chr2	219209896	219210093
hCONDEL_5466	chr2B	224315253	224315453	chr2	219236495	219236693
hCONDEL_5467	chr2B	224756710	224756910	chr2	219670551	219670750
hCONDEL_5468	chr2B	224793480	224793680	chr2	219707353	219707550
hCONDEL_5469	chr2B	224924391	224924591	chr2	219838348	219838547
hCONDEL_5470	chr2B	225228505	225228705	chr2	220147513	220147710
hCONDEL_5471	chr2B	225267957	225268157	chr2	220187036	220187235
hCONDEL_5472	chr2B	225310643	225310843	chr2	220229825	220230024
hCONDEL_5473	chr2B	225322530	225322730	chr2	220241767	220241965
hCONDEL_5474	chr2B	225425683	225425883	chr2	220340842	220341041
hCONDEL_5475	chr2B	225500604	225500804	chr2	220415551	220415749
hCONDEL_5476	chr2B	225580814	225581014	chr2	220494932	220495131
hCONDEL_5477	chr2B	225581272	225581472	chr2	220495388	220495587
hCONDEL_5478	chr2B	225714451	225714651	chr2	220627571	220627769
hCONDEL_5479	chr2B	225974948	225975148	chr2	220887930	220888126
hCONDEL_5480	chr2B	226007963	226008163	chr2	220920903	220921102
hCONDEL_5481	chr2B	226046596	226046796	chr2	220959552	220959751
hCONDEL_5482	chr2B	226258054	226258254	chr2	221173384	221173583
hCONDEL_5483	chr2B	226312253	226312453	chr2	221228558	221228755
hCONDEL_5484	chr2B	226353131	226353331	chr2	221269372	221269571
hCONDEL_5485	chr2B	226367567	226367767	chr2	221283815	221284011
hCONDEL_5486	chr2B	226407481	226407681	chr2	221322880	221323079
hCONDEL_5487	chr2B	226431804	226432004	chr2	221347388	221347584
hCONDEL_5488	chr2B	226486562	226486762	chr2	221403903	221404101
hCONDEL_5489	chr2B	226509278	226509478	chr2	221426308	221426507
hCONDEL_5490	chr2B	226542602	226542802	chr2	221459647	221459846
hCONDEL_5491	chr2B	226689459	226689659	chr2	221605393	221605588
hCONDEL_5492	chr2B	226936384	226936584	chr2	221850042	221850238
hCONDEL_5493	chr2B	226939515	226939715	chr2	221853183	221853382
hCONDEL_5494	chr2B	226959029	226959229	chr2	221873019	221873211
hCONDEL_5495	chr2B	227066077	227066277	chr2	221981679	221981878
hCONDEL_5496	chr2B	227274077	227274277	chr2	222183075	222183274
hCONDEL_5497	chr2B	227306781	227306981	chr2	222215082	222215281
hCONDEL_5498	chr2B	227338306	227338506	chr2	222246584	222246783
hCONDEL_5499	chr2B	227410565	227410765	chr2	222318092	222318284
hCONDEL_5500	chr2B	227923726	227923926	chr2	222820802	222821001
hCONDEL_5501	chr2B	228215315	228215515	chr2	223108545	223108744
hCONDEL_5502	chr2B	228704433	228704633	chr2	223599221	223599420
hCONDEL_5503	chr2B	229335302	229335502	chr2	224224271	224224467
hCONDEL_5504	chr2B	229435958	229436158	chr2	224326946	224327141
hCONDEL_5505	chr2B	230091902	230092102	chr2	224962474	224962669
hCONDEL_5506	chr2B	230539782	230539982	chr2	225401222	225401421
hCONDEL_5507	chr2B	230706946	230707146	chr2	225566163	225566355
hCONDEL_5508	chr2B	231081858	231082058	chr2	225939051	225939250
hCONDEL_5509	chr2B	231598518	231598718	chr2	226446547	226446746
hCONDEL_5510	chr2B	231770668	231770868	chr2	226623927	226624123
hCONDEL_5511	chr2B	231876168	231876368	chr2	226725760	226725959
hCONDEL_5512	chr2B	231883592	231883792	chr2	226733238	226733436
hCONDEL_5513	chr2B	231905217	231905417	chr2	226754884	226755082
hCONDEL_5514	chr2B	232376630	232376830	chr2	227212937	227213135
hCONDEL_5515	chr2B	232516409	232516609	chr2	227353560	227353759
hCONDEL_5516	chr2B	232996133	232996333	chr2	227828102	227828301
hCONDEL_5517	chr2B	233573563	233573763	chr2	228387550	228387749
hCONDEL_5518	chr2B	234050693	234050893	chr2	228839266	228839460
hCONDEL_5519	chr2B	235075342	235075542	chr2	229837102	229837300
hCONDEL_5520	chr2B	236051686	236051886	chr2	230801919	230802117
hCONDEL_5521	chr2B	236070521	236070721	chr2	230820779	230820975
hCONDEL_5522	chr2B	236328784	236328984	chr2	231075397	231075590
hCONDEL_5523	chr2B	237009875	237010075	chr2	231751934	231752130
hCONDEL_5524	chr2B	237035607	237035807	chr2	231776942	231777135
hCONDEL_5525	chr2B	237945208	237945408	chr2	232722444	232722643
hCONDEL_5526	chr2B	238077913	238078113	chr2	232854640	232854839
hCONDEL_5527	chr2B	238984636	238984836	chr2	233747239	233747438
hCONDEL_5528	chr2B	239089074	239089274	chr2	233864490	233864687
hCONDEL_5529	chr2B	241024957	241025157	chr2	235784348	235784547
hCONDEL_5530	chr2B	241047421	241047621	chr2	235806826	235807024
hCONDEL_5531	chr2B	241365437	241365637	chr2	236124776	236124973
hCONDEL_5532	chr2B	241995751	241995951	chr2	236746130	236746328
hCONDEL_5533	chr2B	242619100	242619300	chr2	237358418	237358615
hCONDEL_5534	chr2B	243033999	243034199	chr2	237780117	237780316
hCONDEL_5535	chr2B	244564082	244564282	chr2	239256059	239256257
hCONDEL_5536	chr2B	246688131	246688331	chr2	241352008	241352207
hCONDEL_5537	chr2B	246780813	246781013	chr2	241443054	241443252
hCONDEL_5538	chr3	238132	238332	chr3	184638	184837
hCONDEL_5539	chr3	271299	271499	chr3	217338	217525
hCONDEL_5540	chr3	445379	445579	chr3	394946	395145
hCONDEL_5541	chr3	448583	448783	chr3	398149	398346
hCONDEL_5542	chr3	549444	549644	chr3	485173	485372
hCONDEL_5543	chr3	610070	610270	chr3	545370	545569
hCONDEL_5544	chr3	866140	866340	chr3	801771	801969
hCONDEL_5545	chr3	959666	959866	chr3	927066	927265
hCONDEL_5546	chr3	1138739	1138939	chr3	1105841	1106040
hCONDEL_5547	chr3	1763467	1763667	chr3	1716965	1717161
hCONDEL_5548	chr3	1882183	1882383	chr3	1832796	1832995
hCONDEL_5549	chr3	2044261	2044461	chr3	1991799	1991998
hCONDEL_5550	chr3	2128022	2128222	chr3	2071204	2071403
hCONDEL_5551	chr3	2303789	2303989	chr3	2245648	2245844
hCONDEL_5552	chr3	2507549	2507749	chr3	2451144	2451343
hCONDEL_5553	chr3	3221926	3222126	chr3	3150719	3150914
hCONDEL_5554	chr3	4048780	4048980	chr3	3958832	3959031
hCONDEL_5555	chr3	4078751	4078951	chr3	3988508	3988707
hCONDEL_5556	chr3	4187238	4187438	chr3	4098787	4098984
hCONDEL_5557	chr3	4458961	4459161	chr3	4371617	4371810
hCONDEL_5558	chr3	4486004	4486204	chr3	4398347	4398546
hCONDEL_5559	chr3	4922731	4922931	chr3	4830935	4831134
hCONDEL_5560	chr3	5307065	5307265	chr3	5219659	5219855
hCONDEL_5561	chr3	5632325	5632525	chr3	5535339	5535537
hCONDEL_5562	chr3	5974450	5974650	chr3	5861456	5861654
hCONDEL_5563	chr3	6499701	6499901	chr3	6371781	6371980
hCONDEL_5564	chr3	6521352	6521552	chr3	6394025	6394219
hCONDEL_5565	chr3	6562424	6562624	chr3	6436162	6436361
hCONDEL_5566	chr3	7056582	7056782	chr3	6928718	6928905
hCONDEL_5567	chr3	8118523	8118723	chr3	7955176	7955375
hCONDEL_5568	chr3	8535126	8535326	chr3	8358609	8358808
hCONDEL_5569	chr3	9080620	9080820	chr3	8891903	8892101
hCONDEL_5570	chr3	9178285	9178485	chr3	8984453	8984645
hCONDEL_5571	chr3	9604066	9604266	chr3	9404939	9405138
hCONDEL_5572	chr3	9668188	9668388	chr3	9468354	9468550
hCONDEL_5573	chr3	10169757	10169957	chr3	9962616	9962814
hCONDEL_5574	chr3	10610974	10611174	chr3	10410742	10410941
hCONDEL_5575	chr3	10726335	10726535	chr3	10522642	10522841
hCONDEL_5576	chr3	11057435	11057635	chr3	10852011	10852210
hCONDEL_5577	chr3	11249708	11249908	chr3	11038871	11039070
hCONDEL_5578	chr3	11770313	11770513	chr3	11553849	11554048
hCONDEL_5579	chr3	11859109	11859309	chr3	11642485	11642684
hCONDEL_5580	chr3	12487973	12488173	chr3	12273345	12273544
hCONDEL_5581	chr3	12531290	12531490	chr3	12316850	12317049
hCONDEL_5582	chr3	12533738	12533938	chr3	12319297	12319491
hCONDEL_5583	chr3	12688550	12688750	chr3	12473494	12473693
hCONDEL_5584	chr3	13126245	13126445	chr3	12907162	12907358
hCONDEL_5585	chr3	13784801	13785001	chr3	13559996	13560195
hCONDEL_5586	chr3	15978202	15978402	chr3	15737147	15737342
hCONDEL_5587	chr3	16003885	16004085	chr3	15764556	15764754
hCONDEL_5588	chr3	16045273	16045473	chr3	15805900	15806095
hCONDEL_5589	chr3	16102929	16103129	chr3	15860443	15860640
hCONDEL_5590	chr3	16707174	16707374	chr3	16455775	16455972
hCONDEL_5591	chr3	17083178	17083378	chr3	16833310	16833509
hCONDEL_5592	chr3	17090611	17090811	chr3	16840779	16840976
hCONDEL_5593	chr3	17135150	17135350	chr3	16882776	16882975
hCONDEL_5594	chr3	17301826	17302026	chr3	17045058	17045257
hCONDEL_5595	chr3	17489623	17489823	chr3	17234073	17234272
hCONDEL_5596	chr3	17809947	17810147	chr3	17551092	17551289
hCONDEL_5597	chr3	17827086	17827286	chr3	17569292	17569491
hCONDEL_5598	chr3	17882270	17882470	chr3	17624552	17624750
hCONDEL_5599	chr3	17932654	17932854	chr3	17674278	17674475
hCONDEL_5600	chr3	17962512	17962712	chr3	17706584	17706782
hCONDEL_5601	chr3	17975774	17975974	chr3	17719853	17720052
